tobs,vrads,dvrads,stellar_mass,planet_mass,UM,UL,UT
0.0,160.4997559227467,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
886826.88,41.286929580518915,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
1773653.76,35.15558173294378,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
2660480.64,-6.594194423136577,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
3547307.52,69.24613258258177,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
4434134.399999999,-121.50990292408896,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
5320961.28,26.136800882857006,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
6207788.16,-205.50901256975,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
7094615.04,-370.54562937510946,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
7981441.92,-391.5107416563437,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
8868268.799999999,-89.93866986823882,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
9755095.68,-162.0007603001703,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
10641922.56,-21.368435997727136,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
11528749.440000001,7.517991144800323,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
12415576.32,104.24488592139457,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
13302403.200000001,6.922573706310304,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
14189230.08,63.5065098307362,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
15076056.96,35.57109945673282,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
15962883.84,86.78113810515228,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
16849710.72,117.3380301825043,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
17736537.599999998,35.283974362147696,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
18623364.48,148.4093678652561,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
19510191.36,135.9096250284815,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
20397018.240000002,114.38733365824423,50.0,1.37,0.007627207929414907,1.988409870698051e+30,149597870700.0,5022642.891706651
