tobs,vrads,dvrads,stellar_mass,planet_mass,UM,UL,UT
68091408.0,44.127982941810565,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
68975712.0,39.78463285962105,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
69860016.0,39.57978116438265,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
70744320.0,29.96903039745791,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
71628624.0,22.989716780753515,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
72512928.0,14.441023704307543,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
73397232.0,-0.05087400119494928,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
74281536.0,-24.64092707594257,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
75165840.0,-59.20976714871595,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
76050144.0,-98.98508825505945,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
76934448.0,-93.39436538937734,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
77818752.0,-58.658053486784404,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
78703056.0,-19.58934395476101,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
79587360.0,4.156030124559987,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
80471664.00000001,14.609154800714709,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
81355968.0,22.235501377830268,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
82240272.00000001,27.96664392336672,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
83124576.0,37.93837030715595,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
84008880.00000001,39.049435895030925,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
84893184.0,38.27781516904337,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
85777488.00000001,40.17867314941089,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
86661792.0,35.449897265983644,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
87546096.00000001,39.109945966166784,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
88430400.0,28.612201991516066,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
89314704.0,29.769972561407357,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
90199008.0,15.013692086987081,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
91083312.0,0.09892184917962511,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
91967616.0,-32.26337636407771,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
92851920.0,-60.51838395358212,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
93736224.0,-92.89598811950424,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
94620528.0,-98.99761424445713,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
95504832.00000001,-59.04978205575216,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
96389136.0,-23.94158032880434,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
97273440.00000001,-7.953202723377677,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
98157744.0,15.760324745659428,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
99042048.00000001,28.68160892192017,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
99926352.0,27.090447526398943,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
100810656.00000001,37.71967809842838,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
101694960.0,32.182347512743426,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
102579264.00000001,39.82808991521241,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
103463568.0,31.85221888166801,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
104347872.00000001,44.07031698662719,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
105232176.0,37.51142709598155,5.0,0.123,0.00043911334762588954,1.988409870698051e+30,149597870700.0,5022642.891706651
